 98.86865374,     0000066.663,094.69226,      086.85886,0089.2111738
    00000052.177,      000064.528,0000045.531, 038.17751714,   044.8149
  041.3669831,      0068.0016946, 96.66776318,   22.84494858, 64.342393
     53.462338,9.7539979,56.54451636, 098.1689,   000067.6031
    17.49893427,  080.41788427,    0093.03851,      000084.026, 70.01946
     0018.986544,   38.29769,   00072.3503,00028.7454, 00000053.184
    0022.4873409,    13.65171,0036.038855,   52.734162,      024.12316
054.55501101,      0000041.656,     00084.5962,  0012.6893,    000030.97675
   05.90725, 15.3122052,    00070.66497,   0062.6741219,    000018.4258
 0084.8143, 096.7193424,      042.25649886,     00080.2421,  064.1402
    80.3063274,     0018.22264,      0045.6417,      78.91445461,      32.7429396
  0086.61837,    0033.097773,     000020.3806,      000095.49137,   000029.71654
     034.04618,    00001.526505,34.39139365,   00057.26019,21.4682204
     0000052.5594,   3.2792049, 00018.7352, 090.1296,    0000045.1062
    00054.638, 0000051.963, 82.9482979,      000064.52126,   21.30731675
  8.239998925,   0084.439,     075.309053,   000014.21361, 55.66407559
   0000.5350188,     0057.235, 00064.807,   00020.39167,  61.240298
    000071.059,   32.1870342,   00098.851553,   039.395322,      51.07015
   30.48077091,03.854397,   97.2983904,0.116000187,  052.07629679
    000088.7005,   025.1379, 00074.1646, 099.7662761,  031.7597612
 00050.7639,    033.61371,     20.58169347,   0006.5344,    018.468302
00069.048311,   000044.208,   0097.8528,00007.625,     00022.375
 000099.4603,  0000076.01,   000023.96846, 0000094.6288,    0016.11708
     00046.8919, 40.3495982,000046.51498,     0051.55077,    00060.620207
     70.473856,   00016.210765,  096.9887993, 0065.83495,  0000039.2045
 009.51522,00043.5054,  021.81694219,   00033.005625,0005.705095
    062.046916,      0000039.407,      000070.1003,   000065.3726, 00036.737596
   0020.8300881,     30.9870309, 0093.021,  000071.8688,    046.3606
034.060481,  068.185343, 25.453451,   00000083.899,     00000069.694
78.91896321,    0080.753358,00065.49778,0000075.525,   000000096.35
      0000033.1392,      080.45071, 00088.73598,    079.5616932, 00053.8649
  00000035.179,  24.152158,  0039.20086, 081.894089,   000090.4556
     000000098.62,    057.591763,   67.0062797,     0067.1191801,     075.95695
  03.256077634, 05.683652,000092.91827,      027.92258, 67.1757293
  00012.083298,      0000017.9564,     10.55905789,    0051.564369,    0000031.144
050.67184038,00075.509,  0000049.1827,      50.445365,      00033.3566
      0010.2831,   8.800877734,  00022.80176,  000010.9668, 0005.289277
      0000022.722,    000035.65414,  009.1161597,      087.3690632,  038.05727
    00092.2228,  85.2602197,   072.7618762,054.92301,     53.73818
     000028.32383,    044.3024,    000087.96228,  00.23389851, 0000037.247
     0002.5357894, 0003.8977498,   0047.397,  059.28837,0041.13206
11.6081079,  000096.72882,   014.0922,   00021.085,073.283655
71.499641,  30.72034078,      0072.34363,0000016.3621,      081.30820745
  0000019.1845,  00098.43703,     018.0529339,  75.4976715,  31.55730557
    00000064.932, 053.09607,76.82750988,54.00380536,   77.20671704
    000086.821,00064.833319,      061.319961,     0054.6174063,000.563704
      99.30133665, 62.30464878,  00005.8141,    0000098.313,     088.85294
      8.649533771,     40.40031783,00096.295322, 64.9248953,     15.36140196
   0000015.6788,     00000095.154,      0033.0737577,   66.42502255,97.98584686
   0000021.527, 000027.75654, 0079.24412, 29.60424535,0037.2184
  66.614043,    44.79875751,   75.65641,    33.0046659,  35.45184023
      0006.94248,      045.5303,    00067.875437,     000066.8775,  0076.712737
