     00029.1636    069.3647    0000069.627 0083.983931  089.546936
 053.96905057     28.158244     87.82695802     065.842265       0053.0753628
   0000080.3832    17.5711585     13.114785     93.8907996     0097.750695
     69.81118994    0000037.3963       000033.69362       00003.196079 0096.198515
000097.59063  048.320838      00000092.356      00000075.966      85.494282
  0093.315624   32.3230581      000062.47669      0025.856342   0048.56641
   0000080.824    029.879716 0060.7078     000031.27732      0.639350175
    74.498624  68.8808344      00080.6994    0000081.631     0000092.2507
      81.07584476    0087.506      20.6290647    0069.19594  000002.52082
   16.00539609     0003.584417 0039.13475  0000060.162   0000072.2051
0000061.0173      32.6955932     77.80919945    000034.42425       00044.1753
 00039.326761 00021.13741      098.2327 96.79254516    000094.19105
     00000033.031       0098.325      00072.22155     11.4040605      000029.2956
   14.84031265 0006.429181       000021.2712      058.0491318    26.44536307
  00065.94084    064.58726398 62.373258  0000031.543    0000050.0111
     0000011.2696       00022.42902   000002.81897     18.3042322  37.75997144
    00064.831697  14.5733282     00000076.609       0000021.3999       39.134537
  0097.71162    13.1701318     0065.7857     014.8079591     0076.509
    058.0879827 74.20453       000085.3466      00065.552    0064.469294
      090.23368096  21.70456642  0050.2151082  0057.988   0092.234014
06.25576142      00054.045     035.5287    64.08977873 44.15486
00000083.899      000072.094       055.50927       035.6406  045.646262
    0082.897      000096.2892    000073.1266      48.28359  00007.1136
     72.662242      00000033.826    00000017.21  82.28576842   43.672266
86.1178955      000087.97037   0015.0624     00077.214931       006.297317
    018.8585    010.9618972   079.6539      87.86062641       0000059.5085
 0001.164232      00066.598   090.6826      0005.0938566 010.88690041
     0061.195208      19.88743    00000023.976   6.13558118      0000067.6869
      54.6475236   02.9339665       28.82609412    058.7999    84.0347885
0000042.1937      00048.439      96.10809254   00039.3229    0000020.411
    000081.99525 76.70692394    93.6528693   002.64063   4.89670441
 048.66007297  0076.28933    000044.9235       008.49129559    085.31348
    64.4444981 65.64298004    0078.804113     027.48552   00092.99
     0022.860385   082.2629702      0000078.999   90.0830549 00000019.996
  083.24807659      0000088.7048   009.6047     34.81832953   000028.4214
00020.731 10.7545002       0088.983378       068.72435126      0000057.137
   065.8324     000018.33557   00092.9088      0076.153 72.4765507
  084.0669064     00095.261926       2.610472 47.87231415    063.24063651
045.1613    034.8651009       30.98512663     0086.8649527   00071.532468
   83.9653259 000090.2613    010.91996598   000042.716       70.4158464
      96.26112  0.1301269   00000053.591     52.37242909 96.8636016
      00056.9095     036.1146  0086.844169  51.33350467 001.53954
00049.565233 00077.6168     27.508489     85.4138635    000094.61059
   34.88454126   00043.63093    00089.207  18.876201    55.877991
      73.1469549 78.1016871      006.198649   0095.0909       000073.252
   000016.5458  00047.785    77.22957  00017.519362       0000049.057
  000028.948       00085.8779 002.801427 000003.56213       00000022.392
     000015.7 0000009.1228  96.646381   0000017.9167   000062.168
  18.8353263     60.34660504      0000025.485       0077.8169248      39.830075
29.152693 28.57151905   00090.626     044.73006     19.72920057
     066.8838    0000067.7601       000000069.33       040.90593403 094.0439548
    99.18236591   023.918875  059.3921      0079.0743287 0018.7643586
   44.16323863  0059.589012     0000003.9498      11.09061986 24.6227054
      00045.57264   2.25933616   86.6242767   0000029.258    0022.7971
    66.959855      0000027.2152 0006.84213  83.292449 00000094.108
     58.314485 47.903662      000035.029      033.3935      00000073.631
8.001447       0.661790723   83.72683449     0047.0310149    069.2888836
      58.97114815      000085.818 000048.6325 000043.27695     0000019.253
   00000086.905   030.004752      092.47810886     000084.519       28.89232
     13.91456213   000006.5123     000010.5002   15.0295826    00018.359
 46.72518    009.1071144   0092.458      0000078.9545  022.1933496
    0000071.465      17.891129     009.1049      0034.3045    20.0083752
   065.85431827 036.4273    00061.5233   0000012.2532  000010.4491
     45.76906432      72.184982   51.04396   80.7124236 0000024.9426
00058.605793   00000.86677    00024.9953      00003.158441     46.2615787
      000060.0434       023.2151 00037.2826    053.3659288 6.4167212
    60.6989282 35.403276      094.23967  97.2893788    50.834332
   032.20159  0000083.6916  021.25709    046.3546392  0054.7135
72.10813   004.105611      84.21005326  1.308492462      012.1542
   00086.6623     0000098.917   00000066.369 0014.3293463    0021.6310969
    14.6474882      52.69561554      000023.5007       048.415684     000006.98671
 000022.6696      95.6242228 00000073.991       84.6372973   54.2955104
  00045.10712       0050.25096      030.968438       000012.17833  0000015.082
    081.930124     95.43592847     00096.51884   83.32478372    3.2503497
     11.4617419  00071.2092   000053.3861  0050.425389      0000071.494
   83.275934     56.1942073     0070.0525 15.4655961   0034.085
      069.041521 090.77864    077.89559821       13.90010588   93.8076734
  5.3282735    0052.845641   37.7419754    0099.50671       82.27532942
